species_id,taxon_name,taxon_number,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RM1,RM2,RM3,RM4,RM5,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,CP1,CP2,CP3,BF1,BF2,BF3,BF4
3846,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
3851,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3856,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
3861,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
3866,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
3871,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
3876,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
3881,Harnischia,12,3,3,3,0,0,0,3,0,0,3,1,2,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3886,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3891,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3896,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3901,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
3906,Hydracarina,8,1,2,0,2,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,2,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA
3911,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3916,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3921,Larsia,12,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3926,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3931,Tanytarsus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,1,0,3,0,0,0,1,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3936,Tanytarsus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,1,0,3,0,0,0,1,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3941,Tanytarsus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,1,0,3,0,0,0,1,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3946,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3951,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
3956,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
3961,Tanypodinae,10,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3966,Polyphaga,8,3,3,1,1,1,1,1,1,0,1,3,1,1,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,3,1,1,2,3,1,1,0,1,1,2,3,0,0,0,1,1,1,3,0,0,0,2,2,0,2,1,1
3971,Tanypodinae,10,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3976,Tanypodinae,10,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3981,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
3986,Phytotelmatocladius_delarosai,13,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
3991,Monopelopia,12,3,3,3,0,0,0,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3996,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4001,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4006,Polypedilum_marcondesi,13,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4011,Polypedilum_kaingang,13,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4016,Stenochironomus_atlanticus,13,3,3,3,0,0,0,3,0,0,3,1,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4021,Carabidae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,3,0,0,NA,NA,NA,0,0,3,0
4026,Tanytarsus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,1,0,3,0,0,0,1,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4031,Limnophyes,12,3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,3,0,0,0,0,1,3,1,0,0,0,3,0
4036,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4041,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4046,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4051,Chironomus,12,3,3,3,0,0,0,0,3,0,3,1,2,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,3,1,0,3,3,3,0,0,0,0,3,0,0,0,0,0,3,3,1,0,0,0,3,0
4056,Metriocnemus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4061,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4066,Rheocricotopus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4071,Tanypodinae,10,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4076,Curculionidae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3
4081,Tanypodinae,10,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4086,Chironominae,10,3,3,3,0,0,2,2,2,0,3,1,2,3,1,3,1,1,1,1,1,0,1,3,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,2,1,0,0,0,0,0,3,3,1,0,0,0,3,0
4091,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4096,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4101,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4106,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4111,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4116,Monopelopia,12,3,3,3,0,0,0,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4121,Sciaridae,9,2,3,2,0,0,0,3,0,0,1,3,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0
4126,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4131,Polyphaga,8,3,3,1,1,1,1,1,1,0,1,3,1,1,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,3,1,1,2,3,1,1,0,1,1,2,3,0,0,0,1,1,1,3,0,0,0,2,2,0,2,1,1
4136,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4141,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4146,Chironomus,12,3,3,3,0,0,0,0,3,0,3,1,2,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,3,1,0,3,3,3,0,0,0,0,3,0,0,0,0,0,3,3,1,0,0,0,3,0
4151,Tanypodinae,10,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4156,Metriocnemus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4161,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4166,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
4171,Tanypodinae,10,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4176,Chironominae,10,3,3,3,0,0,2,2,2,0,3,1,2,3,1,3,1,1,1,1,1,0,1,3,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,2,1,0,0,0,0,0,3,3,1,0,0,0,3,0
4181,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4186,Dytiscidae,9,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,3,2,0,0,1,1,0,3,0,0,0,3,2,0,0,3,0
4191,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4196,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4201,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4206,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4211,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4216,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4221,Chironominae,10,3,3,3,0,0,2,2,2,0,3,1,2,3,1,3,1,1,1,1,1,0,1,3,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,2,1,0,0,0,0,0,3,3,1,0,0,0,3,0
4226,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4231,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4236,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4241,Copelatus_bimaculatus,13,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,3,3,0,0,1,1,0,3,0,0,0,3,2,0,0,3,0
4246,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4251,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
4256,Metriocnemus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4261,Monopelopia,12,3,3,3,0,0,0,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4266,Eukiefferiella,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4271,Smittia,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4276,Boreochlus,12,3,3,3,0,0,0,3,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,3,1,0,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4281,Paratanytarsus,12,3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4286,Stempellinella,12,3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4291,Tanytarsus_bromelicola,13,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,1,0,3,0,0,0,1,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4296,Dytiscidae,9,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,3,2,0,0,1,1,0,3,0,0,0,3,2,0,0,3,0
4301,Metriocnemus,12,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
4306,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4311,Larsia,12,3,3,3,0,0,1,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,0,3,1,1,0,0,1,0,1,2,0,0,2,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4316,Tanytarsus_bromelicola,13,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,1,0,3,0,0,0,1,1,0,1,2,0,0,0,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
4321,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
